checking_account_status,duration,credit_history,purpose,amount,savings_account_status,employment_years,installment_rate,personal_status,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_credits,job,people_liable,telephone,foreign_worker,full_repaid
below_0,24,existing_credit_paid,car_new,1381,unknown,between_1_4,4,F_not_single,None,2,life_insurance  ,35,None,own,1,official,1,0,1,0
no_account,36,critical_account,car_used,5842,below_100,above_7,2,M_single,None,2,life_insurance  ,35,None,own,2,official,2,1,1,1
below_0,12,existing_credit_paid,car_new,2579,below_100,below_1,4,M_single,None,1,real_estate ,33,None,own,1,unskilled,2,0,1,0
below_0,18,delay_in_paying,education,8471,unknown,between_1_4,1,F_not_single,None,2,other,23,None,rent,2,official,1,1,1,1
no_account,21,existing_credit_paid,car_new,2782,between_500_1000,between_4_7,1,F_not_single,None,2,other,31,bank,own,1,management,1,0,1,1
0_to_200,18,existing_credit_paid,car_new,1042,unknown,between_1_4,4,F_not_single,None,2,life_insurance  ,33,None,own,1,official,1,0,1,0
no_account,15,existing_credit_paid,car_new,3186,above_1000,between_4_7,2,F_not_single,None,3,other,20,None,rent,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,car_used,2028,unknown,between_1_4,4,M_single,None,2,other,30,None,own,1,official,1,0,1,1
0_to_200,12,critical_account,car_new,958,below_100,between_4_7,2,M_single,None,3,real_estate ,47,None,own,2,unskilled,2,0,1,1
no_account,21,delay_in_paying,furniture_equipment,1591,between_100_500,between_4_7,4,M_single,None,3,real_estate ,34,None,own,2,management,1,0,1,1
0_to_200,12,existing_credit_paid,furniture_equipment,2762,unknown,above_7,1,F_not_single,None,2,life_insurance  ,25,bank,own,1,official,1,1,1,0
0_to_200,18,existing_credit_paid,car_used,2779,below_100,between_1_4,1,M_divorced,None,3,other,21,None,rent,1,official,1,1,1,1
no_account,28,critical_account,radio_TV,2743,below_100,above_7,4,M_single,None,2,other,29,None,own,2,official,1,0,1,1
no_account,18,critical_account,radio_TV,1149,above_1000,between_1_4,4,M_single,None,3,real_estate ,46,None,own,2,official,1,0,1,1
no_account,9,existing_credit_paid,furniture_equipment,1313,below_100,above_7,1,M_single,None,4,other,20,None,own,1,official,1,0,1,1
below_0,18,critical_account,repairs,1190,below_100,unemployed,2,F_not_single,None,4,no_property,55,None,free,3,unemployed,2,0,1,0
no_account,5,existing_credit_paid,business,3448,below_100,between_4_7,1,M_single,None,4,real_estate ,74,None,own,1,unskilled,1,0,1,1
0_to_200,24,existing_credit_paid,others,11328,below_100,between_1_4,2,M_single,co_applicant ,3,other,29,bank,own,2,management,1,1,1,0
below_0,6,critical_account,furniture_equipment,1872,below_100,unemployed,4,M_single,None,4,no_property,36,None,free,3,management,1,1,1,1
no_account,24,critical_account,repairs,2058,below_100,between_1_4,4,M_divorced,None,2,real_estate ,33,None,own,2,official,1,1,1,1
below_0,9,existing_credit_paid,furniture_equipment,2136,below_100,between_1_4,3,M_single,None,2,real_estate ,25,None,own,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,radio_TV,1484,unknown,between_1_4,2,M_divorced,None,1,real_estate ,25,None,own,1,official,1,1,1,0
no_account,6,existing_credit_paid,repairs,660,between_500_1000,between_4_7,2,M_divorced,None,4,real_estate ,23,None,rent,1,unskilled,1,0,1,1
no_account,24,critical_account,car_new,1287,above_1000,above_7,4,F_not_single,None,4,real_estate ,37,None,own,2,official,1,1,1,1
below_0,42,critical_account,repairs,3394,below_100,unemployed,4,M_single,co_applicant ,4,other,65,None,own,2,unemployed,1,0,1,1
above_200,12,all_credit_paid,business,609,below_100,below_1,4,F_not_single,None,1,real_estate ,26,None,own,1,unemployed,1,0,1,0
no_account,12,existing_credit_paid,car_new,1884,below_100,above_7,4,M_single,None,4,other,39,None,own,1,management,1,1,1,1
below_0,12,existing_credit_paid,furniture_equipment,1620,below_100,between_1_4,2,F_not_single,co_applicant ,3,life_insurance  ,30,None,own,1,official,1,0,1,1
0_to_200,20,delay_in_paying,others,2629,below_100,between_1_4,2,M_single,None,3,other,29,bank,own,2,official,1,1,1,1
no_account,12,existing_credit_paid,education,719,below_100,above_7,4,M_single,None,4,other,41,bank,own,1,unskilled,2,0,1,0
0_to_200,48,critical_account,furniture_equipment,5096,below_100,between_1_4,2,F_not_single,None,3,other,30,None,own,1,management,1,1,1,0
no_account,9,critical_account,education,1244,unknown,above_7,4,F_not_single,None,4,life_insurance  ,41,None,rent,2,unskilled,1,0,1,1
below_0,36,existing_credit_paid,car_new,1842,below_100,below_1,4,F_not_single,None,4,other,34,None,own,1,official,1,1,1,0
0_to_200,7,existing_credit_paid,radio_TV,2576,below_100,between_1_4,2,M_single,guarantor,2,real_estate ,35,None,own,1,official,1,0,1,1
above_200,12,existing_credit_paid,furniture_equipment,1424,unknown,above_7,3,F_not_single,None,4,real_estate ,55,None,own,1,management,1,1,1,1
0_to_200,15,delay_in_paying,repairs,1512,above_1000,between_1_4,3,M_divorced,None,3,life_insurance  ,61,stores,own,2,official,1,0,1,0
no_account,36,critical_account,car_used,11054,unknown,between_1_4,4,M_single,None,2,other,30,None,own,1,management,1,1,1,1
no_account,6,existing_credit_paid,radio_TV,518,below_100,between_1_4,3,F_not_single,None,1,real_estate ,29,None,own,1,official,1,0,1,1
no_account,12,no_credit_taken,furniture_equipment,2759,below_100,above_7,2,M_single,None,4,life_insurance  ,34,None,own,2,official,1,0,1,1
no_account,24,existing_credit_paid,car_used,2670,below_100,above_7,4,M_single,None,4,other,35,None,own,1,management,1,1,1,1
below_0,24,existing_credit_paid,car_new,4817,below_100,between_4_7,2,M_single,co_applicant ,3,life_insurance  ,31,None,own,1,official,1,1,1,0
no_account,24,existing_credit_paid,car_used,2679,below_100,below_1,4,F_not_single,None,1,no_property,29,None,own,1,management,1,1,1,1
below_0,11,critical_account,car_new,3905,below_100,between_1_4,2,M_single,None,2,real_estate ,36,None,rent,2,official,2,0,1,1
below_0,12,existing_credit_paid,car_used,3386,below_100,above_7,3,M_single,None,4,no_property,35,None,free,1,official,1,1,1,0
below_0,6,existing_credit_paid,domestic_appliances,343,below_100,below_1,4,F_not_single,None,1,real_estate ,27,None,own,1,official,1,0,1,1
no_account,18,existing_credit_paid,radio_TV,4594,below_100,below_1,3,M_single,None,2,other,32,None,own,1,official,1,1,1,1
below_0,36,existing_credit_paid,furniture_equipment,3620,below_100,between_1_4,1,M_single,guarantor,2,life_insurance  ,37,None,own,1,official,2,0,1,1
below_0,15,existing_credit_paid,car_new,1721,below_100,below_1,2,M_single,None,3,real_estate ,36,None,own,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,furniture_equipment,3017,below_100,below_1,3,F_not_single,None,1,real_estate ,34,None,rent,1,management,1,0,1,1
0_to_200,12,existing_credit_paid,retraining,754,unknown,above_7,4,M_single,None,4,life_insurance  ,38,None,own,2,official,1,0,1,1
no_account,18,existing_credit_paid,business,1950,below_100,between_4_7,4,M_single,None,1,other,34,stores,own,2,official,1,1,1,1
below_0,24,existing_credit_paid,car_used,2924,below_100,between_1_4,3,M_single,guarantor,4,no_property,63,bank,own,1,official,2,1,1,1
below_0,24,delay_in_paying,radio_TV,1659,below_100,below_1,4,F_not_single,None,2,other,29,None,rent,1,unskilled,1,1,1,0
no_account,48,delay_in_paying,radio_TV,7238,unknown,above_7,3,M_single,None,3,other,32,bank,own,2,official,2,0,1,1
no_account,33,delay_in_paying,business,2764,below_100,between_1_4,2,F_not_single,None,2,other,26,None,own,2,official,1,1,1,1
no_account,24,delay_in_paying,car_used,4679,below_100,between_4_7,3,M_single,None,3,other,35,None,own,2,unskilled,1,1,1,1
0_to_200,24,existing_credit_paid,radio_TV,3092,between_100_500,below_1,3,M_divorced,None,2,other,22,None,rent,1,official,1,1,1,0
below_0,6,existing_credit_paid,education,448,below_100,below_1,4,F_not_single,None,4,life_insurance  ,23,None,own,1,official,1,0,1,0
below_0,9,existing_credit_paid,car_new,654,below_100,between_1_4,4,M_single,None,3,other,28,None,own,1,unskilled,1,0,1,0
no_account,6,existing_credit_paid,retraining,1238,unknown,unemployed,4,M_single,None,4,life_insurance  ,36,None,own,1,management,2,1,1,1
0_to_200,18,critical_account,radio_TV,1245,below_100,between_1_4,4,M_divorced,None,2,other,33,None,own,1,official,1,0,1,0
below_0,18,no_credit_taken,furniture_equipment,3114,below_100,below_1,1,F_not_single,None,4,life_insurance  ,26,None,rent,1,official,1,0,1,0
no_account,39,existing_credit_paid,car_used,2569,between_500_1000,between_1_4,4,M_single,None,4,other,24,None,own,1,official,1,0,1,1
above_200,24,existing_credit_paid,radio_TV,5152,below_100,between_4_7,4,M_single,None,2,other,25,bank,own,1,official,1,0,1,1
0_to_200,12,existing_credit_paid,business,1037,between_100_500,between_4_7,3,M_single,None,4,real_estate ,39,None,own,1,unskilled,1,0,1,1
below_0,15,critical_account,furniture_equipment,1478,below_100,above_7,4,M_single,None,4,other,44,None,own,2,official,2,1,1,1
0_to_200,12,critical_account,radio_TV,3573,below_100,between_1_4,1,F_not_single,None,1,real_estate ,23,None,own,1,unskilled,1,0,1,1
0_to_200,24,existing_credit_paid,car_new,1201,below_100,below_1,4,M_single,None,1,life_insurance  ,26,None,own,1,official,1,0,1,1
below_0,30,existing_credit_paid,furniture_equipment,3622,above_1000,above_7,4,F_not_single,None,4,life_insurance  ,57,None,rent,2,official,1,1,1,1
no_account,15,delay_in_paying,furniture_equipment,960,above_1000,between_4_7,3,F_not_single,None,2,life_insurance  ,30,None,own,2,official,1,0,1,1
no_account,12,critical_account,car_new,1163,between_500_1000,between_1_4,4,M_single,None,4,real_estate ,44,None,own,1,official,1,1,1,1
0_to_200,6,delay_in_paying,car_new,1209,below_100,unemployed,4,M_single,None,4,life_insurance  ,47,None,own,1,management,1,1,1,0
no_account,12,existing_credit_paid,radio_TV,3077,below_100,between_1_4,2,M_single,None,4,other,52,None,own,1,official,1,1,1,1
no_account,24,existing_credit_paid,car_new,3757,below_100,above_7,4,F_not_single,co_applicant ,4,no_property,62,None,free,1,official,1,1,1,1
no_account,10,existing_credit_paid,car_new,1418,between_100_500,between_1_4,3,M_single,None,2,real_estate ,35,None,rent,1,unskilled,1,0,0,1
no_account,6,existing_credit_paid,car_new,3518,below_100,between_1_4,2,M_single,guarantor,3,life_insurance  ,26,None,rent,1,official,1,0,1,1
no_account,12,critical_account,radio_TV,1934,below_100,above_7,2,M_single,None,2,no_property,26,None,own,2,official,1,0,1,1
0_to_200,27,no_credit_taken,business,8318,below_100,above_7,2,F_not_single,None,4,no_property,42,None,free,2,management,1,1,1,0
no_account,6,critical_account,radio_TV,1237,between_100_500,between_1_4,1,F_not_single,None,1,life_insurance  ,27,None,own,2,official,1,0,1,1
0_to_200,6,existing_credit_paid,radio_TV,368,unknown,above_7,4,M_single,None,4,life_insurance  ,38,None,own,1,official,1,0,1,1
below_0,12,critical_account,car_new,2122,below_100,between_1_4,3,M_single,None,2,real_estate ,39,None,rent,2,unskilled,2,0,0,1
below_0,24,existing_credit_paid,furniture_equipment,2996,unknown,between_1_4,2,M_divorced,None,4,other,20,None,own,1,official,1,0,1,0
0_to_200,36,existing_credit_paid,furniture_equipment,9034,between_100_500,below_1,4,M_single,co_applicant ,1,no_property,29,None,rent,1,management,1,1,1,0
no_account,24,critical_account,furniture_equipment,1585,below_100,between_4_7,4,M_single,None,3,life_insurance  ,40,None,own,2,official,1,0,1,1
0_to_200,18,existing_credit_paid,radio_TV,1301,below_100,above_7,4,M_divorced,guarantor,2,real_estate ,32,None,own,1,unskilled,1,0,1,1
above_200,6,critical_account,car_new,1323,between_100_500,above_7,2,M_divorced,None,4,other,28,None,own,2,official,2,1,1,1
below_0,24,existing_credit_paid,car_new,3123,below_100,below_1,4,F_not_single,None,1,life_insurance  ,27,None,own,1,official,1,0,1,0
below_0,36,existing_credit_paid,car_used,5493,below_100,above_7,2,M_single,None,4,no_property,42,None,free,1,official,2,0,1,1
above_200,9,existing_credit_paid,radio_TV,1126,between_100_500,above_7,2,M_divorced,None,4,real_estate ,49,None,own,1,official,1,0,1,1
0_to_200,24,critical_account,radio_TV,1216,between_100_500,below_1,4,M_single,None,4,no_property,38,bank,own,2,official,2,0,1,0
below_0,24,existing_credit_paid,car_new,1207,below_100,below_1,4,F_not_single,None,4,life_insurance  ,24,None,rent,1,official,1,0,1,0
no_account,10,existing_credit_paid,car_new,1309,unknown,between_1_4,4,M_single,guarantor,4,life_insurance  ,27,None,own,1,unskilled,1,0,1,0
above_200,15,critical_account,car_used,2360,between_500_1000,between_1_4,2,M_single,None,2,other,36,None,own,1,official,1,1,1,1
0_to_200,15,all_credit_paid,car_new,6850,between_100_500,unemployed,1,M_single,None,2,life_insurance  ,34,None,own,1,management,2,1,1,0
no_account,24,existing_credit_paid,radio_TV,1413,below_100,between_1_4,4,M_divorced,None,2,life_insurance  ,28,None,own,1,official,1,0,1,1
no_account,39,existing_credit_paid,car_used,8588,between_100_500,above_7,4,M_single,None,2,other,45,None,own,1,management,1,1,1,1
below_0,12,existing_credit_paid,car_new,759,below_100,between_4_7,4,M_single,None,2,real_estate ,26,None,own,1,official,1,0,1,0
no_account,36,existing_credit_paid,car_used,4686,below_100,between_1_4,2,M_single,None,2,no_property,32,None,free,1,management,1,1,1,1
above_200,15,existing_credit_paid,business,2687,below_100,between_4_7,2,M_single,None,4,life_insurance  ,26,None,rent,1,official,1,1,1,1
0_to_200,12,delay_in_paying,radio_TV,585,below_100,between_1_4,4,M_divorced,co_applicant ,4,real_estate ,20,None,rent,2,official,1,0,1,1
no_account,24,existing_credit_paid,car_new,2255,unknown,below_1,4,M_single,None,1,life_insurance  ,54,None,own,1,official,1,0,1,1
below_0,6,critical_account,car_new,609,below_100,between_4_7,4,F_not_single,None,3,life_insurance  ,37,None,own,2,official,1,0,0,1
below_0,6,critical_account,car_new,1361,below_100,below_1,2,M_single,None,4,real_estate ,40,None,own,1,unskilled,2,0,0,1
no_account,36,critical_account,furniture_equipment,7127,below_100,below_1,2,F_not_single,None,4,life_insurance  ,23,None,rent,2,official,1,1,1,0
below_0,6,existing_credit_paid,car_new,1203,between_100_500,above_7,3,M_single,None,2,life_insurance  ,43,None,own,1,official,1,1,1,1
no_account,6,critical_account,radio_TV,700,unknown,above_7,4,M_single,None,4,no_property,36,None,free,2,official,1,0,1,1
no_account,24,critical_account,repairs,5507,below_100,above_7,3,M_single,None,4,no_property,44,None,free,2,official,1,0,1,1
below_0,18,existing_credit_paid,radio_TV,3190,below_100,between_1_4,2,F_not_single,None,2,real_estate ,24,None,own,1,official,1,0,1,0
below_0,48,no_credit_taken,furniture_equipment,7119,below_100,between_1_4,3,M_single,None,4,no_property,53,None,free,2,official,2,0,1,0
no_account,24,existing_credit_paid,car_used,3488,between_100_500,between_4_7,3,F_not_single,None,4,other,23,None,own,1,official,1,0,1,1
0_to_200,18,existing_credit_paid,radio_TV,1113,below_100,between_1_4,4,F_not_single,guarantor,4,real_estate ,26,None,own,1,unskilled,2,0,1,1
0_to_200,26,existing_credit_paid,car_used,7966,below_100,below_1,2,M_single,None,3,other,30,None,own,2,official,1,0,1,1
no_account,15,critical_account,education,1532,between_100_500,between_1_4,4,F_not_single,None,3,other,31,None,own,1,official,1,0,1,1
no_account,4,critical_account,radio_TV,1503,below_100,between_4_7,2,M_single,None,1,real_estate ,42,None,own,2,unskilled,2,0,1,1
below_0,36,existing_credit_paid,radio_TV,2302,below_100,between_1_4,4,M_divorced,None,4,other,31,None,rent,1,official,1,0,1,0
below_0,6,existing_credit_paid,car_new,662,below_100,below_1,3,M_single,None,4,real_estate ,41,None,own,1,unskilled,2,1,1,1
0_to_200,36,existing_credit_paid,education,2273,below_100,between_4_7,3,M_single,None,1,other,32,None,own,2,official,2,0,1,1
0_to_200,15,existing_credit_paid,car_new,2631,between_100_500,between_1_4,2,F_not_single,None,4,other,28,None,rent,2,official,1,1,1,0
no_account,12,delay_in_paying,car_used,1503,below_100,between_1_4,4,M_divorced,None,4,real_estate ,41,None,rent,1,official,1,0,1,1
no_account,24,existing_credit_paid,radio_TV,1311,between_100_500,between_4_7,4,M_divorced,None,3,life_insurance  ,26,None,own,1,official,1,1,1,1
no_account,24,existing_credit_paid,radio_TV,3105,unknown,below_1,4,M_single,None,2,other,25,None,own,2,official,1,0,1,1
above_200,21,critical_account,education,2319,below_100,below_1,2,M_divorced,None,1,other,33,None,rent,1,official,1,0,1,0
below_0,6,existing_credit_paid,car_new,1374,unknown,unemployed,4,F_not_single,None,3,life_insurance  ,75,None,own,1,management,1,1,1,1
0_to_200,18,critical_account,furniture_equipment,3612,below_100,above_7,3,F_not_single,None,4,life_insurance  ,37,None,own,1,official,1,1,1,1
below_0,48,existing_credit_paid,car_new,7763,below_100,above_7,4,M_single,None,4,no_property,42,bank,free,1,management,1,0,1,0
above_200,18,existing_credit_paid,furniture_equipment,3049,below_100,below_1,1,F_not_single,None,1,life_insurance  ,45,stores,own,1,unskilled,1,0,1,1
0_to_200,12,existing_credit_paid,radio_TV,1534,below_100,below_1,1,M_divorced,None,1,real_estate ,23,None,rent,1,official,1,0,1,0
no_account,24,delay_in_paying,car_new,2032,below_100,above_7,4,M_single,None,4,no_property,60,None,free,2,official,1,1,1,1
below_0,30,existing_credit_paid,furniture_equipment,6350,unknown,above_7,4,M_single,None,4,life_insurance  ,31,None,own,1,official,1,0,1,0
above_200,18,existing_credit_paid,furniture_equipment,2864,below_100,between_1_4,2,M_single,None,1,real_estate ,34,None,own,1,unskilled,2,0,1,0
no_account,12,critical_account,car_new,1255,below_100,above_7,4,M_single,None,4,real_estate ,61,None,own,2,unskilled,1,0,1,1
below_0,24,delay_in_paying,car_new,1333,below_100,unemployed,4,M_single,None,2,real_estate ,43,None,free,2,official,2,0,1,0
no_account,24,critical_account,car_new,2022,below_100,between_1_4,4,F_not_single,None,4,other,37,None,own,1,official,1,1,1,1
no_account,24,existing_credit_paid,radio_TV,1552,below_100,between_4_7,3,M_single,None,1,other,32,bank,own,1,official,2,0,1,1
below_0,12,all_credit_paid,radio_TV,626,below_100,between_1_4,4,F_not_single,None,4,real_estate ,24,bank,own,1,unskilled,1,0,1,0
no_account,48,critical_account,car_used,8858,unknown,between_4_7,2,M_single,None,1,no_property,35,None,free,2,official,1,1,1,1
no_account,12,critical_account,repairs,996,unknown,between_4_7,4,F_not_single,None,4,real_estate ,23,None,own,2,official,1,0,1,1
no_account,6,all_credit_paid,radio_TV,1750,between_500_1000,above_7,2,M_single,None,4,life_insurance  ,45,bank,own,1,unskilled,2,0,1,1
below_0,48,existing_credit_paid,radio_TV,6999,below_100,between_4_7,1,M_divorced,guarantor,1,real_estate ,34,None,own,2,official,1,1,1,0
0_to_200,12,critical_account,car_new,1995,between_100_500,below_1,4,M_single,None,1,other,27,None,own,1,official,1,0,1,1
0_to_200,9,existing_credit_paid,education,1199,below_100,between_4_7,4,F_not_single,None,4,life_insurance  ,67,None,own,2,management,1,1,1,1
0_to_200,12,existing_credit_paid,radio_TV,1331,below_100,below_1,2,M_single,None,1,other,22,stores,own,1,official,1,0,1,0
0_to_200,18,no_credit_taken,car_new,2278,between_100_500,below_1,3,F_not_single,None,3,other,28,None,own,2,official,1,0,1,0
no_account,21,no_credit_taken,car_new,5003,unknown,between_1_4,1,F_not_single,None,4,life_insurance  ,29,bank,own,2,official,1,1,1,0
below_0,24,all_credit_paid,furniture_equipment,3552,below_100,between_4_7,3,M_single,None,4,other,27,bank,own,1,official,1,0,1,0
0_to_200,18,critical_account,furniture_equipment,1928,below_100,below_1,2,M_single,None,2,real_estate ,31,None,own,2,unskilled,1,0,1,0
below_0,24,existing_credit_paid,car_used,2964,unknown,above_7,4,M_single,None,4,no_property,49,bank,free,1,official,2,1,1,1
below_0,24,all_credit_paid,radio_TV,1546,below_100,between_4_7,4,M_single,guarantor,4,other,24,bank,rent,1,unskilled,1,0,1,0
above_200,6,delay_in_paying,radio_TV,683,below_100,below_1,2,F_not_single,None,1,life_insurance  ,29,bank,own,1,official,1,0,1,1
0_to_200,36,existing_credit_paid,car_new,12389,unknown,between_1_4,1,M_single,None,4,no_property,37,None,free,1,official,1,1,1,0
0_to_200,24,delay_in_paying,business,4712,unknown,between_1_4,4,M_single,None,2,life_insurance  ,37,bank,own,2,management,1,1,1,1
0_to_200,24,delay_in_paying,radio_TV,1553,between_100_500,between_4_7,3,F_not_single,None,2,life_insurance  ,23,None,rent,2,official,1,1,1,1
below_0,12,existing_credit_paid,car_new,1372,below_100,between_4_7,2,M_divorced,None,3,other,36,None,own,1,official,1,0,1,0
no_account,24,critical_account,radio_TV,2578,above_1000,above_7,2,M_single,None,2,other,34,None,own,1,official,1,0,1,1
0_to_200,48,existing_credit_paid,radio_TV,3979,unknown,between_4_7,4,M_single,None,1,other,41,None,own,2,official,2,1,1,1
below_0,48,existing_credit_paid,radio_TV,6758,below_100,between_1_4,3,F_not_single,None,2,other,31,None,own,1,official,1,1,1,0
below_0,24,existing_credit_paid,furniture_equipment,3234,below_100,below_1,4,F_not_single,None,4,real_estate ,23,None,rent,1,unskilled,1,1,1,0
no_account,30,critical_account,radio_TV,5954,below_100,between_4_7,3,M_single,co_applicant ,2,other,38,None,own,1,official,1,0,1,1
no_account,24,existing_credit_paid,car_used,5433,unknown,unemployed,2,F_not_single,None,4,life_insurance  ,26,None,rent,1,management,1,1,1,1
below_0,15,existing_credit_paid,business,806,below_100,between_1_4,4,F_not_single,None,4,life_insurance  ,22,None,own,1,unskilled,1,0,1,1
0_to_200,9,existing_credit_paid,radio_TV,1082,below_100,above_7,4,M_single,None,4,other,27,None,own,2,unskilled,1,0,1,1
no_account,15,critical_account,furniture_equipment,2788,below_100,between_4_7,2,F_not_single,co_applicant ,3,other,24,bank,own,2,official,1,0,1,1
0_to_200,12,existing_credit_paid,radio_TV,2930,below_100,between_4_7,2,F_not_single,None,1,real_estate ,27,None,own,1,official,1,0,1,1
no_account,24,critical_account,education,1927,unknown,between_1_4,3,F_not_single,None,2,other,33,None,own,2,official,1,1,1,1
0_to_200,36,critical_account,car_new,2820,below_100,below_1,4,M_divorced,None,4,other,27,None,own,2,official,1,0,1,0
no_account,24,existing_credit_paid,retraining,937,below_100,below_1,4,M_divorced,None,3,other,27,None,own,2,unskilled,1,0,1,1
0_to_200,18,critical_account,car_new,1056,below_100,above_7,3,M_single,guarantor,3,real_estate ,30,bank,own,2,official,1,0,1,0
0_to_200,12,critical_account,car_new,3124,below_100,below_1,1,M_single,None,3,real_estate ,49,bank,own,2,unskilled,2,0,1,1
no_account,9,existing_credit_paid,furniture_equipment,1388,below_100,between_1_4,4,F_not_single,None,2,real_estate ,26,None,rent,1,official,1,0,1,1
0_to_200,36,existing_credit_paid,repairs,2384,below_100,below_1,4,M_single,None,1,no_property,33,None,rent,1,unskilled,1,0,1,0
no_account,12,existing_credit_paid,car_new,2133,unknown,above_7,4,F_not_single,None,4,no_property,52,None,free,1,management,1,1,1,1
below_0,18,existing_credit_paid,furniture_equipment,2039,below_100,between_1_4,1,F_not_single,None,4,real_estate ,20,bank,rent,1,official,1,0,1,0
below_0,9,critical_account,car_new,2799,below_100,between_1_4,2,M_single,None,2,real_estate ,36,None,rent,2,official,2,0,1,1
below_0,12,existing_credit_paid,furniture_equipment,1289,below_100,between_1_4,4,M_single,guarantor,1,life_insurance  ,21,None,own,1,unskilled,1,0,1,1
below_0,18,existing_credit_paid,domestic_appliances,1217,below_100,between_1_4,4,M_divorced,None,3,real_estate ,47,None,own,1,unskilled,1,1,1,0
below_0,12,critical_account,furniture_equipment,2246,below_100,above_7,3,M_single,None,3,life_insurance  ,60,None,own,2,official,1,0,1,0
below_0,12,critical_account,radio_TV,385,below_100,between_4_7,4,F_not_single,None,3,real_estate ,58,None,own,4,unskilled,1,1,1,1
0_to_200,24,delay_in_paying,car_new,1965,unknown,between_1_4,4,F_not_single,None,4,other,42,None,rent,2,official,1,1,1,1
no_account,21,existing_credit_paid,business,1572,above_1000,above_7,4,F_not_single,None,4,real_estate ,36,bank,own,1,unskilled,1,0,1,1
0_to_200,24,existing_credit_paid,car_new,2718,below_100,between_1_4,3,F_not_single,None,4,life_insurance  ,20,None,rent,1,unskilled,1,1,1,0
below_0,24,all_credit_paid,others,1358,unknown,above_7,4,M_single,None,3,other,40,stores,own,1,management,1,1,1,0
0_to_200,6,all_credit_paid,car_new,931,between_100_500,below_1,1,F_not_single,None,1,life_insurance  ,32,stores,own,1,unskilled,1,0,1,0
below_0,24,existing_credit_paid,car_new,1442,below_100,between_4_7,4,F_not_single,None,4,other,23,None,rent,2,official,1,0,1,0
0_to_200,24,no_credit_taken,business,4241,below_100,between_1_4,1,M_single,None,4,real_estate ,36,None,own,3,unskilled,1,1,1,0
no_account,18,critical_account,car_new,2775,below_100,between_4_7,2,M_single,None,2,life_insurance  ,31,bank,own,2,official,1,0,1,0
no_account,24,delay_in_paying,business,3863,below_100,between_1_4,1,M_single,None,2,no_property,32,None,free,1,official,1,0,1,1
0_to_200,7,existing_credit_paid,radio_TV,2329,below_100,below_1,1,F_not_single,guarantor,1,real_estate ,45,None,own,1,official,1,0,1,1
0_to_200,9,existing_credit_paid,furniture_equipment,918,below_100,between_1_4,4,F_not_single,None,1,life_insurance  ,30,None,own,1,official,1,0,1,0
0_to_200,24,all_credit_paid,education,1837,below_100,between_4_7,4,F_not_single,None,4,no_property,34,bank,free,1,unskilled,1,0,1,0
no_account,36,existing_credit_paid,furniture_equipment,3349,below_100,between_1_4,4,F_not_single,None,2,other,28,None,own,1,management,1,1,1,0
above_200,10,existing_credit_paid,furniture_equipment,1275,below_100,below_1,4,F_not_single,None,2,life_insurance  ,23,None,own,1,official,1,0,1,1
below_0,24,all_credit_paid,furniture_equipment,2828,between_500_1000,between_1_4,4,M_single,None,4,real_estate ,22,stores,own,1,official,1,1,1,1
no_account,24,critical_account,business,4526,below_100,between_1_4,3,M_single,None,2,real_estate ,74,None,own,1,management,1,1,1,1
0_to_200,36,existing_credit_paid,radio_TV,2671,between_100_500,between_1_4,4,F_not_single,co_applicant ,4,no_property,50,None,free,1,official,1,0,1,0
no_account,18,existing_credit_paid,radio_TV,2051,below_100,below_1,4,M_single,None,1,real_estate ,33,None,own,1,official,1,0,1,1
no_account,15,existing_credit_paid,car_used,1300,unknown,above_7,4,M_single,None,4,no_property,45,bank,free,1,official,2,0,1,1
below_0,12,existing_credit_paid,domestic_appliances,741,between_100_500,unemployed,4,F_not_single,None,3,life_insurance  ,22,None,own,1,official,1,0,1,0
above_200,10,existing_credit_paid,car_new,1240,between_100_500,above_7,1,F_not_single,None,4,no_property,48,None,free,1,unskilled,2,0,1,0
below_0,21,existing_credit_paid,radio_TV,3357,above_1000,below_1,4,F_not_single,None,2,other,29,bank,own,1,official,1,0,1,1
below_0,24,all_credit_paid,car_used,3632,below_100,between_1_4,1,F_not_single,guarantor,4,other,22,bank,rent,1,official,1,0,0,1
no_account,18,delay_in_paying,furniture_equipment,1808,below_100,between_4_7,4,F_not_single,None,1,real_estate ,22,None,own,1,official,1,0,1,0
0_to_200,48,no_credit_taken,business,12204,unknown,between_1_4,2,M_single,None,2,other,48,bank,own,1,management,1,1,1,1
0_to_200,60,delay_in_paying,radio_TV,9157,unknown,between_1_4,2,M_single,None,2,no_property,27,None,free,1,management,1,0,1,1
below_0,6,critical_account,car_new,3676,below_100,between_1_4,1,M_single,None,3,real_estate ,37,None,rent,3,official,2,0,1,1
0_to_200,30,existing_credit_paid,furniture_equipment,3441,between_100_500,between_1_4,2,F_not_single,co_applicant ,4,other,21,None,rent,1,official,1,0,1,0
no_account,12,existing_credit_paid,car_new,640,below_100,between_1_4,4,M_divorced,None,2,real_estate ,49,None,own,1,unskilled,1,0,1,1
0_to_200,21,critical_account,business,3652,below_100,between_4_7,2,M_single,None,3,life_insurance  ,27,None,own,2,official,1,0,1,1
